135
(1,4.5)
(3,5.5)
(2,6.5)
(4,7)
(2,8.5)
(3,9.5)
(1,10.5)
(4,11.0)
(2,12.0)
(3,12.5)
(1,13.5)
(2,14.5)
(3,15.0)
(2,16.5)
(4,17.5)
(2,18.5)
(1,19.0)
(4,20.0)
(3,20.5)
(1,21.5)
(2,22.5)
(3,23.0)
(4,24.5)
(4,25.0)
(4,25.5)
(3,26.5)
(3,27.0)
(3,27.5)
(2,28.5)
(2,29.0)
(2,29.5)
(4,30.0)
(1,31.5)
(1,32.5)
(1,33.0)
(1,33.5)
(2,34.5)
(2,35.0)
(2,35.5)
(3,36.5)
(3,37.0)
(3,37.5)
(2,38.5)
(4,39.5)
(2,40.5)
(3,42.0)
(4,47.5)
(2,48.0)
(3,48.5)
(1,50.0)
(4,51.0)
(2,51.5)
(3,52.0)
(1,54.5)
(2,55.5)
(4,56.5)
(2,58.0)
(1,63.5)
(3,64.0)
(2,66.5)
(3,67.0)
(4,67.5)
(3,68.0)
(2,70.5)
(1,71.5)
(2,72.5)
(3,74.0)
(4,76.0)
(1,83.5)
(2,84.0)
(3,84.5)
(2,86.0)
(4,87.0)
(2,87.5)
(3,88.0)
(1,90.5)
(2,91.5)
(3,92.5)
(1,94.0)
(4,99.5)
(4,100.0)
(2,102.5)
(1,103.0)
(3,103.5)
(1,104.0)
(2,109.5)
(3,110.5)
(1,111.5)
(2,112.5)
(1,116.0)
(2,117.5)
(4,118.5)
(2,119.5)
(4,120.5)
(1,121.5)
(2,125.5)
(3,126.0)
(1,127.0)
(4,127.5)
